WDJname,GaiaEDR3,RA_ICRS,DE_ICRS,Pwd,Gmag,BPmag,RPmag,sepsi,o_Gmag,RFG,sigma_G_nobs,in_core,forced_member,n_variants
WDJ055115.79+114218.04 ,3343098536279170176,87.81596480662,11.70503392724,0.999241,17.4925,17.4674,17.5842,0.0,231,588.469,0.028042,True,False,4
WDJ061249.28+150642.28 ,3345661467822106624,93.20533167424,15.11169950473,0.77334,17.703,17.7017,17.6703,0.0,200,90.491,0.169681,True,False,4
WDJ054616.03+140944.31 ,3347454874365770496,86.56691682216,14.16221776015,0.9923,17.0462,16.9338,16.9679,0.0,449,917.911,0.025064,True,False,4
WDJ065902.14+141442.45 ,3353802007098057600,104.75885491315,14.24507807011,0.997461,17.6624,17.4389,17.815,7.477762,166,226.403,0.061787,True,False,4
WDJ065956.81+154735.56 ,3354819845628139904,104.98673235376,15.79318845263,0.930279,17.8014,17.6542,18.0901,1.906012,203,411.79,0.037566,True,False,4
WDJ023824.05+412320.50 ,335495116856304256,39.6002278484,41.38899213023,0.871226,17.3287,17.1833,17.6434,2.290254,225,540.256,0.030145,True,False,4
WDJ062516.34+145558.50 ,3356726158272880768,96.3179839026,14.93280136854,0.997185,17.4643,17.5152,17.4706,0.0,201,350.462,0.043922,True,False,4
WDJ062444.80+162448.63 ,3369166170266811520,96.18677748661,16.41345589484,0.997776,17.741,17.7567,17.754,0.0,184,443.977,0.033172,True,False,4
WDJ062029.99+163210.40 ,3369968199578582912,95.12504869488,16.53630991209,0.998497,16.7849,16.7962,16.8385,0.923615,181,605.769,0.024113,True,False,4
WDJ061928.95+183805.01 ,3370796406708211200,94.87061307053,18.63462687016,0.997998,17.8246,17.7114,18.1619,0.0,194,309.17,0.048913,True,False,4
WDJ061247.06+203237.34 ,3375097898059812608,93.19596964082,20.54354046801,0.997382,17.5177,17.5625,17.5466,0.0,257,432.245,0.040268,True,False,4
WDJ053258.85+133639.88 ,3389534764907160192,83.245282003,13.61085091139,0.995169,17.8555,17.9113,17.8255,0.0,462,647.195,0.036059,True,False,4
WDJ053349.69+155708.02 ,3396120251145386496,83.45699989618,15.95192940192,0.997158,17.6112,17.6293,17.5923,0.0,592,611.167,0.043224,True,False,4
WDJ055812.19+191432.51 ,3398685725309107584,89.55080420771,19.24243407046,0.999785,17.6593,17.5643,17.7608,6.015497,247,492.767,0.034628,True,False,4
WDJ023851.64+443311.35 ,340886198462842112,39.71535148878,44.55309016627,0.991838,16.4042,16.2543,16.6653,8.684621,275,643.968,0.027959,True,False,4
WDJ043139.22+192127.77 ,3410706892092688256,67.91356007157,19.35761770675,0.996222,17.446,17.4912,17.4148,0.128318,407,590.225,0.037111,True,False,4
WDJ050824.06+213419.83 ,3414955164503979136,77.09981141392,21.57208572973,0.999808,14.697,14.6477,14.8147,2.403609,250,997.849,0.017204,True,False,4
WDJ055918.99+195617.22 ,3422762075019208576,89.82908439734,19.93818471697,0.995341,17.2114,17.1501,17.1393,9.736972,208,446.764,0.035049,True,False,4
WDJ060047.00+213539.86 ,3423272518994757120,90.1958395714,21.59434954045,0.967817,17.9328,17.8804,17.7427,0.789275,200,400.466,0.038342,True,False,4
WDJ061950.94+242228.77 ,3425718245172233984,94.9620426746,24.37450664461,0.99619,17.316,17.3589,17.3107,0.0,173,505.27,0.028263,True,False,4
WDJ060649.17+250715.48 ,3426576074700535040,91.70490486592,25.12094072699,0.813864,17.8266,17.7271,18.0051,1.036636,219,433.713,0.037046,True,False,4
WDJ055915.83+255450.61 ,3429818633270156416,89.81598325729,25.91375219121,0.999758,15.6639,15.6167,15.8047,0.075302,194,713.981,0.021181,True,False,4
WDJ061110.18+273658.21 ,3436267028447648512,92.79251187097,27.61608730316,0.996821,17.972,17.9947,17.9893,0.0,183,394.936,0.037190,True,False,4
WDJ054658.09+293634.19 ,3444279861171809920,86.7421938218,29.60932129061,0.997707,17.5639,17.3884,17.4585,8.832533,380,639.454,0.033098,True,False,4
WDJ052038.32+304823.92 ,3446909137068558464,80.1599484485,30.80610140064,0.998073,15.5794,15.5909,15.5885,0.0,287,837.179,0.021971,True,False,4
WDJ054458.95+315555.49 ,3448106775815612928,86.24561505601,31.93196544435,0.938512,17.8826,17.824,17.7488,8.906057,336,372.703,0.053399,True,False,4
WDJ061531.25+362032.28 ,3453072170325688960,93.88019131121,36.34230384254,0.998644,16.9936,16.8748,17.2495,1.851214,190,596.34,0.025096,True,False,4
WDJ055717.67+403437.42 ,3458597083113101952,89.32368555655,40.57687290998,0.998033,16.4098,16.4305,16.4413,0.35809,288,914.31,0.020152,False,False,2
WDJ120650.89-380549.23 ,3459790225027896448,181.7115965967,-38.09721597927,0.998205,15.672,15.6878,15.6851,0.0,518,1034.026,0.023898,True,False,4
WDJ121411.95-345845.92 ,3462095007557034368,183.54963804853,-34.97943614133,0.996787,17.0305,17.0637,17.0181,1.228953,347,527.23,0.038361,True,False,4
WDJ123443.47-315243.17 ,3470091412027580672,188.68054261938,-31.87955819388,0.977283,17.0079,16.8996,16.3941,1.261149,223,622.479,0.026047,True,False,4
WDJ122738.60-304313.12 ,3471231910527986432,186.9106108604,-30.72037782149,0.91845,16.7285,16.6506,16.8475,0.158018,531,256.017,0.097724,True,False,4
WDJ115840.65-202951.23 ,3494580937593244672,179.66918138804,-20.49752495586,0.998078,16.011,16.0266,16.0186,0.453239,480,1059.728,0.022447,True,False,4
WDJ131246.44-232132.60 ,3503987633230546688,198.19211521989,-23.35931917865,0.991672,17.6039,17.6958,17.418,0.0,278,357.423,0.050648,True,False,4
WDJ131619.57-200732.06 ,3506567328028533120,199.07856135478,-20.12539842047,1.0,17.0122,17.4555,16.4296,1.04302,321,677.921,0.028694,True,False,4
WDJ125005.11-203632.29 ,3509435507186636288,192.52128635412,-20.60904587661,0.991575,17.3465,17.148,17.7143,0.0,246,210.704,0.080820,True,False,4
WDJ122107.30-200704.33 ,3514997906448391168,185.28022655508,-20.11788661567,0.997175,16.4203,16.2692,16.6726,9.309972,442,898.825,0.025396,True,False,4
WDJ124917.71-181851.32 ,3521997672348520064,192.32315575377,-18.31418885114,0.997248,17.8156,17.8279,17.7889,0.587389,341,481.749,0.041618,True,False,4
WDJ124600.71-123619.89 ,3529049458892171776,191.50143130429,-12.60469677641,0.989919,15.5987,15.6034,15.631,2.124905,483,1307.179,0.018254,True,False,4
WDJ020322.00+460731.77 ,352956774550265600,30.84158460378,46.12541941976,0.88571,16.4605,16.3799,16.5168,0.0,222,241.511,0.066983,True,False,4
WDJ110339.29-241109.22 ,3537042874067950336,165.91314449683,-24.18574345688,0.931711,17.4923,17.3659,17.7413,2.041916,569,849.457,0.030489,True,False,4
WDJ105232.66-231049.57 ,3549260814780299520,163.13614628781,-23.18041660263,0.98008,16.5446,16.3366,16.1753,0.687098,265,718.353,0.024604,True,False,4
WDJ105638.63-225256.08 ,3549471753507182592,164.16058337109,-22.8809204279,0.991303,15.9559,16.0955,15.7031,0.0,303,766.02,0.024672,True,False,4
WDJ103855.57-204056.83 ,3553682127126319360,159.73017337204,-20.68000339163,1.0,15.838,16.0923,15.3458,0.547428,263,352.445,0.049959,True,False,4
WDJ105327.70-164258.13 ,3557290342036755200,163.36546573759,-16.71631855575,0.999602,17.3426,17.2753,17.4369,3.892058,257,586.151,0.029695,True,False,4
WDJ104736.65-153950.05 ,3557657200963262080,161.90291551836,-15.66420984106,0.996372,17.8475,17.8902,17.8256,0.0,261,459.716,0.038155,True,False,4
WDJ111348.94-171209.62 ,3559146111505680768,168.4536865035,-17.20271064464,0.996661,17.9254,17.9542,17.9102,0.0,367,532.717,0.039045,True,False,4
WDJ113105.52-143808.24 ,3560978005254115840,172.77299662922,-14.63547056497,0.997933,16.8879,16.7871,16.7958,4.933981,620,1106.894,0.024424,True,False,4
WDJ015434.52+470047.68 ,356186555597277440,28.64365475647,47.01313376529,0.995215,17.9331,17.9552,17.9698,0.848655,375,578.223,0.036362,True,False,4
WDJ105532.15-141302.12 ,3563873702267790080,163.88392742414,-14.21724006999,0.998668,17.4349,17.2982,17.7184,0.0,242,592.754,0.028494,True,False,4
WDJ110053.18-135020.76 ,3564317698806660480,165.22145087971,-13.83909996549,0.998872,16.5004,16.482,16.603,0.0,274,722.78,0.024865,True,False,4
WDJ114711.38-124336.23 ,3573543666515688576,176.79710229317,-12.72681986205,0.997656,17.9963,18.0266,18.0067,0.0,463,501.11,0.046621,True,False,4
WDJ014635.73+491443.10 ,357457350520905216,26.64890701693,49.24526434957,0.991515,16.9922,17.1137,16.8002,0.0,348,506.646,0.039977,True,False,4
WDJ122023.65-135321.11 ,3575948126647132416,185.09847037255,-13.88917886397,0.998782,17.532,17.4864,17.6053,4.089982,291,458.77,0.040372,True,False,4
WDJ121924.49-083752.07 ,3582916865703969024,184.85177700313,-8.63114251355,0.994092,17.1967,17.249,17.1749,0.0,334,451.533,0.043945,True,False,4
WDJ113133.14-122541.21 ,3586103254697530240,172.88751301697,-12.42861231903,0.996639,15.4408,15.4692,15.4166,0.791096,258,996.32,0.017504,True,False,4
WDJ114319.10-080115.41 ,3592210698192077568,175.82920045649,-8.02091400084,0.997073,17.1352,17.1728,17.1314,0.0,506,797.454,0.030626,True,False,4
WDJ120401.91-065328.98 ,3594834132936380032,181.00769920649,-6.8915221593,0.997337,17.2318,17.2508,17.2491,0.421837,378,742.86,0.028416,True,False,4
WDJ120421.65-051326.53 ,3597350571454888448,181.09018289575,-5.22405548814,0.984349,16.5107,16.3093,16.915,10.226214,485,1029.5,0.023226,True,False,4
WDJ115033.35-063618.07 ,3598424931753893888,177.63756681181,-6.60536495114,0.993212,16.4273,16.5293,16.2493,0.0,411,892.622,0.024659,True,False,4
WDJ115057.40-055305.82 ,3598603632456807552,177.73930786198,-5.88516811476,0.978461,17.4178,17.4855,17.358,0.0,399,609.855,0.035562,True,False,4
WDJ004711.37+305609.18 ,360447124498490240,11.7974646817,30.93550637769,0.988396,17.5188,17.5602,17.4887,0.0,627,585.027,0.046471,True,False,4
WDJ132714.97-110847.76 ,3611613878670271232,201.81234104929,-11.14685635255,0.996688,17.8396,17.8832,17.8447,0.0,356,460.522,0.044483,True,False,4
WDJ134401.39-104705.83 ,3616636860103273728,206.00559259955,-10.78500255122,0.939898,17.7099,17.6571,17.4728,1.230104,255,566.468,0.030607,True,False,4
WDJ034939.35+103649.97 ,36207059639735296,57.41393109997,10.61381037576,0.997848,16.7103,16.7163,16.7345,0.284979,434,1042.279,0.021701,False,False,1
WDJ134151.71-062613.72 ,3632261538808897408,205.46544733088,-6.43715493345,0.774225,17.8376,17.7732,17.8689,1.207417,240,55.896,0.300919,True,False,4
WDJ131049.47-045701.17 ,3635841484244996096,197.70581176482,-4.95040654636,0.997943,17.7475,17.7649,17.7771,0.0,332,465.216,0.042524,True,False,4
WDJ143203.22-035638.03 ,3642258577702062720,218.0138279233,-3.94413449741,0.996492,16.0243,16.0482,15.9966,1.613251,155,663.854,0.020362,True,False,4
WDJ143740.61+030900.68 ,3656469211440196736,219.41891788554,3.15011158992,0.994243,17.5688,17.7363,17.2989,0.0,181,483.531,0.030209,True,False,4
WDJ135247.03-044137.04 ,3656923687699486720,208.19563186655,-4.69368571647,0.996212,17.4002,17.4406,17.3841,0.0,239,450.542,0.037255,True,False,4
WDJ135738.69-025819.41 ,3657568761722508672,209.41088659031,-2.97214129587,0.997958,16.1435,16.1267,16.2198,1.67992,188,751.094,0.019820,True,False,4
WDJ141536.41+011718.23 ,3666166938357148672,213.90152700286,1.28844715423,0.956626,17.0451,16.9328,17.2047,2.594258,208,379.523,0.041259,True,False,4
WDJ124138.80-080702.63 ,3675345219043959680,190.41118897079,-8.1174125845,0.993517,17.4733,17.1956,16.9673,0.0,456,647.749,0.035793,True,False,4
WDJ123213.30-040925.74 ,3681220906102862720,188.05474008596,-4.15714198758,0.998859,15.6941,15.4492,15.5541,10.204911,219,762.74,0.021065,True,False,4
WDJ123813.73-033932.97 ,3681313024562519552,189.55657672217,-3.65934754461,0.979128,17.6635,17.714,17.5717,0.034892,471,148.77,0.158387,True,False,4
WDJ125230.93-023417.72 ,3682469122383597056,193.12911088167,-2.57176656394,0.9916,17.455,17.6113,17.2011,0.0,506,708.583,0.034467,True,False,4
WDJ131724.75+000237.38 ,3687524749863026304,199.35302227442,0.04380450079,0.994746,16.0106,15.8205,16.3811,6.686902,268,653.628,0.027193,True,False,4
WDJ130110.52+010739.93 ,3690323316193465344,195.29393734505,1.12778524718,0.996843,16.3444,16.3682,16.3239,0.0,276,507.158,0.035566,True,False,4
WDJ122229.57-024332.61 ,3693488019896536704,185.62275844188,-2.72568102952,0.997953,16.7886,16.8119,16.7879,0.0,422,856.739,0.026033,True,False,4
WDJ011817.61+384249.43 ,370046960520651008,19.5735328344,38.71372296404,0.992907,17.955,17.9353,17.9624,3.496322,232,438.95,0.037675,True,False,4
WDJ125215.17+041042.95 ,3705386281897262848,193.06327161486,4.17863341467,0.998011,16.0315,16.0465,16.0333,1.676042,444,1054.892,0.021687,True,False,4
WDJ011631.77+392439.01 ,371636961709032448,19.13236482037,39.41080048842,0.864037,17.893,17.8053,18.1012,0.0,298,506.449,0.037008,True,False,4
WDJ135523.92+085645.42 ,3721943209023827456,208.84965771856,8.94596608275,0.978976,17.5359,17.429,17.7856,0.0,366,484.788,0.042846,True,False,4
WDJ125627.98+101711.39 ,3735279494794280448,194.11600017756,10.28661502312,0.999032,16.243,16.2393,16.3034,0.0,434,1060.64,0.021326,True,False,4
WDJ133350.57+102935.14 ,3738139943013858816,203.46030897061,10.49313626718,0.910922,17.7732,17.8236,17.5699,0.0,435,618.463,0.036615,True,False,4
WDJ132925.23+123025.48 ,3739708911747317248,202.35497521314,12.50702557906,0.993349,17.3633,17.3749,17.3452,0.0,441,777.42,0.029328,True,False,4
WDJ134903.70+141955.67 ,3740975441767827968,207.26429041523,14.33137425431,0.995767,16.6386,16.6736,16.6278,0.504506,315,626.773,0.030745,True,False,4
WDJ133846.19+153359.67 ,3742240056233781248,204.69241867905,15.56650939915,0.910535,17.3308,17.0944,16.8938,4.654061,515,823.374,0.029925,True,False,4
WDJ005554.61+411708.24 ,374333032939743488,13.97753556336,41.28559458396,0.869586,17.9563,17.902,18.0675,0.0,390,515.336,0.041607,True,False,4
WDJ132814.32+163151.39 ,3745268523572692480,202.0592945961,16.53103091163,0.999684,16.4729,16.2525,16.4985,12.48068,594,1260.024,0.021001,True,False,4
WDJ132814.40+163150.79 ,3745268523573825792,202.05965341767,16.53086785205,0.998426,17.4212,17.2277,17.4791,1.738023,391,644.302,0.033321,True,False,4
WDJ010025.52+421841.47 ,374811767174987776,15.10666486458,42.31116228373,0.996606,16.5654,16.5916,16.541,0.851636,365,434.569,0.047732,True,False,4
WDJ105010.80-140436.76 ,3750072904055666176,162.54412234541,-14.07693145494,0.994591,17.1387,17.1975,17.0913,1.659813,306,273.733,0.069384,True,False,4
WDJ104256.58-142741.07 ,3750176395587687296,160.7354666559,-14.46139317457,0.996561,17.9382,17.9917,17.9391,1.049037,231,389.243,0.042394,True,False,4
WDJ110832.21-084326.55 ,3759364193922337152,167.13423154134,-8.72407822871,0.987958,16.9888,16.8172,17.3697,4.038843,234,462.689,0.035896,True,False,4
WDJ100537.17-130712.29 ,3765357872322510976,151.4045426908,-13.12008775249,0.99279,17.091,16.8559,16.7356,2.789622,172,566.833,0.025121,True,False,4
WDJ100133.27-084250.46 ,3770623807170338304,150.38849545863,-8.71405508826,0.997639,16.2135,16.1045,16.4245,4.069086,194,771.96,0.019590,True,False,4
WDJ103455.66-081915.49 ,3774208322451434624,158.73152872729,-8.32102833654,0.997399,17.1125,17.1384,17.1081,0.9616,218,513.045,0.031246,True,False,4
WDJ102938.30-061758.97 ,3775831167254103424,157.40958623921,-6.29971270954,0.997371,16.9755,16.9766,16.9874,0.057481,209,671.631,0.023370,False,False,1
WDJ102648.18-062553.16 ,3775992486225955712,156.70087101059,-6.43170591087,0.994137,17.7709,17.8056,17.7222,2.179055,226,513.384,0.031793,True,False,4
WDJ110642.75-041013.25 ,3788606324138190848,166.67794268587,-4.1704128081,0.891232,17.6956,17.7263,17.6047,0.004128,187,337.865,0.043944,True,False,4
WDJ114833.63+012859.42 ,3796414192429498880,177.13992970316,1.48315444886,0.999358,17.1457,17.0788,17.25,0.0,267,562.029,0.031566,True,False,4
WDJ105612.32-000621.79 ,3804750586512019840,164.05115784874,-0.10643445807,0.996502,17.611,17.6493,17.6047,0.0,167,343.856,0.040804,True,False,4
WDJ104623.27+024236.61 ,3809362934711715712,161.59685270095,2.71026169816,0.998988,16.1275,16.1185,16.2054,0.0,156,607.742,0.022313,True,False,4
WDJ111306.25+003243.84 ,3810134246413902848,168.27439478857,0.54509547423,0.995898,17.6607,17.677,17.0609,0.0,209,413.177,0.037989,True,False,4
WDJ004101.22+414429.47 ,381335822504421376,10.2550213168,41.74135152216,0.92595,17.9808,18.1194,17.7472,0.0,322,561.995,0.034667,True,False,4
WDJ110634.39+073712.26 ,3818342165139791232,166.643321287,7.61997386785,0.991907,17.1421,16.9589,17.0502,13.305992,156,404.23,0.033547,True,False,4
WDJ094532.11-082901.53 ,3819282286235442688,146.3839182433,-8.48393010034,0.998063,17.8333,17.8377,17.839,0.0,349,622.986,0.032558,True,False,4
WDJ095211.56+001839.92 ,3833958975465526784,148.0481098315,0.31115068254,0.994652,17.5762,17.3916,17.8246,9.44048,226,374.463,0.043588,True,False,4
WDJ094901.29-001909.54 ,3833982271367482624,147.25568689206,-0.31969543878,0.996017,16.5516,16.5969,16.5111,0.0,209,709.047,0.022137,True,False,4
WDJ100645.76+003204.48 ,3834895969825628800,151.69052374675,0.53461934646,0.979693,16.7029,16.6443,16.7925,0.0,219,258.407,0.062179,True,False,4
WDJ091748.20+001041.72 ,3842377248804727168,139.45087253941,0.17819523407,0.997852,17.4058,17.2615,17.6993,2.491022,294,433.667,0.042928,True,False,4
WDJ095014.88+030935.46 ,3847170947703000192,147.56165604523,3.16005695122,0.996959,17.9503,17.9853,17.9465,0.0,446,460.135,0.049832,True,False,4
WDJ035824.22+132431.03 ,38532728593335296,59.6010599568,13.4084463578,0.982463,17.6221,17.6898,17.5619,0.0,305,536.587,0.035337,True,False,4
WDJ095144.01+074957.41 ,3853871715160246528,147.93324084714,7.83229849864,0.997146,17.575,17.6216,17.5712,0.025879,332,645.938,0.030627,True,False,4
WDJ102822.34+034416.60 ,3857118439852847744,157.09285471348,3.73780712904,0.992142,17.4056,17.5408,17.1634,0.0,178,337.602,0.042907,True,False,4
WDJ101548.02+030648.34 ,3859871342090899328,153.95014219913,3.11286033309,0.998376,15.6659,15.683,15.6825,0.0,234,864.696,0.019207,True,False,4
WDJ000155.04+452033.38 ,386584233877132416,0.48089038687,45.342468406,0.999988,17.8197,18.0594,17.3703,2.247452,377,624.297,0.033768,True,False,4
WDJ104118.90+084139.75 ,3869028968280339200,160.32879545305,8.69411979397,0.992431,17.4824,17.1616,17.07,0.639746,143,380.154,0.034153,True,False,4
WDJ104847.74+094841.03 ,3869420115246986368,162.19873884284,9.81142046556,0.997624,17.9217,17.9511,17.9392,0.0,220,382.906,0.042058,True,False,4
WDJ105256.27+130349.55 ,3872667110522342656,163.23399034081,13.0638380171,0.997223,17.4012,17.4211,17.3746,0.0,215,330.058,0.048234,True,False,4
WDJ101801.53+072124.56 ,3875365174618907264,154.5062472667,7.3567064008,0.998868,16.6047,16.4376,16.801,4.680777,227,735.751,0.022233,True,False,4
WDJ102106.71+082724.97 ,3875574665942869632,155.27768108103,8.45683248293,0.999587,17.7955,17.6988,17.987,0.0,223,465.453,0.034834,True,False,4
WDJ002952.68+441904.00 ,388531679425970176,7.46989040853,44.31754796104,0.999339,16.4715,16.4256,16.5525,6.215552,418,1045.504,0.021232,True,False,4
WDJ102251.65+161151.60 ,3890059941364406144,155.71489940981,16.1977168685,0.985855,17.8052,17.7222,17.9974,0.0,326,532.676,0.036802,True,False,4
WDJ115154.21+052839.58 ,3897445571422443904,177.97600067664,5.47666573778,0.996776,14.9625,14.9916,14.9257,3.061711,240,849.599,0.019798,True,False,4
WDJ115707.43+055303.58 ,3898180418851205888,179.28078693579,5.88422069996,0.996026,17.5531,17.6042,17.5203,0.0,433,726.125,0.031114,True,False,4
WDJ121217.38+121332.59 ,3908383272577728896,183.07202199049,12.22574374487,0.997255,17.2129,17.2524,17.2109,0.40311,406,818.388,0.026732,True,False,4
WDJ113853.76+103829.71 ,3916093146894721024,174.72423310174,10.64134500601,0.996816,17.7144,17.7676,17.7086,1.774705,257,395.41,0.044019,True,False,4
WDJ113439.29+131642.00 ,3917955857032022656,173.66370804471,13.27832273826,0.779765,17.7232,17.6041,17.4272,0.214413,184,472.483,0.031171,True,False,4
WDJ131426.84+173209.50 ,3937174946624964224,198.61164248725,17.53572128898,0.998364,16.2789,16.278,16.2847,0.0,399,770.016,0.028165,True,False,4
WDJ130542.40+180103.77 ,3938156295111047680,196.42505865443,18.01786698971,0.997562,15.9292,15.9293,15.9087,1.540633,416,396.599,0.055837,True,False,4
